Date,User,Message
2017-11-14 09:32:00,"재남","- 40명 모이기 전까진 침묵!
- 이방의 존재는 절대 비밀입니다.
- 11월19일 자정에 비번 아무도 모르게 바꾸겠습니다."
2017-11-14 09:32:34,"아이넷 - 김정수","아이넷 - 김정수님이 들어왔습니다."
2017-11-14 09:33:26,"Sophia","Sophia님이 들어왔습니다."
2017-11-14 09:33:45,"제니","제니님이 들어왔습니다."
2017-11-14 09:34:28,"마넙","마넙님이 들어왔습니다."
2017-11-14 09:35:25,"베가본드  2/2~2/18  2018","베가본드  2/2~2/18  2018님이 들어왔습니다."
2017-11-14 09:35:30,"베가본드  2/2~2/18  2018","(이모티콘) "
2017-11-14 09:37:58,"베가본드  2/2~2/18  2018","이제야 숫자 줄어드는게 보이네여"
2017-11-14 09:38:09,"이명신(Michele)","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 09:38:22,"이혜원(Hyewon)","99에서 줄어들지않았던ㅋㅋㅋ"
2017-11-14 09:38:24,"이명신(Michele)","베가본드님 하이염! 굿모닝!"
2017-11-14 09:38:32,"베가본드  2/2~2/18  2018","(이모티콘) 굿모닝!"
2017-11-14 09:38:39,"Sophia","“40명 모이기 전까지 침묵”인데;;;;"
2017-11-14 09:38:52,"이명신(Michele)","소피아님 출장 잘 다녀오셨어요?"
2017-11-14 09:38:54,"Sophia","이왕 이케된거 좋은 아침입니다ㅋㅋㅋㅋ"
2017-11-14 09:38:57,"이명신(Michele)","키키"
2017-11-14 09:39:07,"재남","떠든사람: 본드님, 명신님, 소피아"
2017-11-14 09:39:11,"Sophia","네....검역에 메르스 의심환자라고 걸리고(흑흑)(흑흑)(흑흑)"
2017-11-14 09:39:22,"수아","수아님이 들어왔습니다."
2017-11-14 09:40:08,"ss","프로필을 바꾸려면 나갔다와야하나요..?"
2017-11-14 09:40:29,"승구","프로필편집"
2017-11-14 09:40:32,"승구","하시면 됩니다"
2017-11-14 09:40:39,"ss","오"
2017-11-14 09:40:42,"ss","역시 승구씨"
2017-11-14 09:40:58,"수아","사진"
2017-11-14 09:41:16,"승구","사진"
2017-11-14 09:41:38,"ss","이히히 했어요"
2017-11-14 09:41:38,"수아","사진"
2017-11-14 09:41:59,"ss","역시 두분의 친절한 설명!"
2017-11-14 09:42:03,"ss","(이모티콘) "
2017-11-14 09:42:19,"베가본드  2/2~2/18  2018","그 침묵이 여기서 아에 말을 하지 말라는거 아니고 다른데 말하지 말라는거 아님?"
2017-11-14 09:42:40,"해리","침묵하세요 대장님만ㅋ"
2017-11-14 09:42:41,"이명신(Michele)","여기서 말하지 말라는거 같아용"
2017-11-14 09:43:26,"이명신(Michele)","아마 대화가 양쪽으로 나눠지니까 그러는거 같아요
이 방이 완전체가 되기 전까지.."
2017-11-14 09:43:44,"수아","네 맞아요"
2017-11-14 09:43:55,"재남","네 것도 그렇고 저쪽방에서 갑자기 말이 줄면 사람들이 이상하게 생각할테니까, 조금씩 줄이는 쪽으로다가.."
2017-11-14 09:44:19,"대근.양","대근.양님이 들어왔습니다."
2017-11-14 09:44:24,"Sophia","오오 그런 깊은 뜻이ㅋㅋㅋ"
2017-11-14 09:44:24,"베가본드  2/2~2/18  2018","해리도 야기 왔냐?"
2017-11-14 09:44:29,"JH - 박정환","JH - 박정환님이 들어왔습니다."
2017-11-14 09:44:44,"베가본드  2/2~2/18  2018","(이모티콘) 해리는 대리고오는거 좀 아니지 않냐 ㅋㅋ"
2017-11-14 09:44:48,"pepe 기현","(이모티콘) "
2017-11-14 09:44:52,"박성옥_Delly","침묵상태(근데 수아님은 처음 이이디가 그대로 보이네요)"
2017-11-14 09:45:08,"수아","절 친추하셔서 그런듯"
2017-11-14 09:45:57,"에이수☆","에이수☆님이 들어왔습니다."
2017-11-14 09:47:25,"재남","- 40명 모이기 전까진 이방에선 침묵을.
- 이방의 존재는 절대 비밀입니다.
- 11월19일 자정에 아무도 모르게 비번 바꾸겠습니다."
2017-11-14 09:48:18,"에이수☆","(이모티콘) 넵"
2017-11-14 09:48:48,"김하경","김하경님이 들어왔습니다."
2017-11-14 09:52:55,"제니","ㅋㅋㅋㅋㅋㅋ친절친절"
2017-11-14 09:53:21,"베가본드  2/2~2/18  2018","아 그런뜻에"
2017-11-14 09:53:24,"베가본드  2/2~2/18  2018","뜻이"
2017-11-14 09:53:39,"베가본드  2/2~2/18  2018","오케이"
2017-11-14 10:01:58,"요🐳(료정)","요🐳(료정)님이 들어왔습니다."
2017-11-14 10:07:47,"옙베이베","옙베이베님이 들어왔습니다."
2017-11-14 10:09:05,"진여  (오윤진)","진여  (오윤진)님이 들어왔습니다."
2017-11-14 10:46:53,"벨라","벨라님이 들어왔습니다."
2017-11-14 10:59:07,"까이","까이님이 들어왔습니다."
2017-11-14 10:59:15,"까이","똑똑똑"
2017-11-14 11:00:01,"베가본드  2/2~2/18  2018","(이모티콘) "
2017-11-14 11:00:30,"베가본드  2/2~2/18  2018","(침묵 모드래요 까이님)"
2017-11-14 11:00:31,"까이","죄송.방금공지봄  입 봉하겠음"
2017-11-14 11:20:38,"W","W님이 들어왔습니다."
2017-11-14 12:09:46,"왠지","왠지님이 들어왔습니다."
2017-11-14 13:37:18,"Sophia","(다들 맛점하셨죠?! 침묵 해제할수 있을 40명 점점 숫자가 다가오고있어요!!)"
2017-11-14 13:37:39,"베가본드  2/2~2/18  2018","(굿)"
2017-11-14 13:38:21,"부산BC  ??","부산BC  ??님이 들어왔습니다."
2017-11-14 13:39:38,"시골BG 2018 8/25~9/8","시골BG 2018 8/25~9/8님이 들어왔습니다."
2017-11-14 13:41:24,"하얀별빛","하얀별빛님이 들어왔습니다."
2017-11-14 13:44:58,"재남","공대님, 밍슈님, 영준혁님, 지나님, 트루님, Boram님, issue님, Teddy님

위 여덟분 중에 개별적으로 컨택 가능하신 분은 말씀해주시면 감사하겠습니다.

정 안되면 지원자 받아서 한분씩 맡고, 단톡방에서 아이디 불러달라고 해서 컨택하는 방식을 취해야 할 것 같아요.."
2017-11-14 13:45:51,"박성옥_Delly","지나님은 여니님 지인"
2017-11-14 13:45:58,"이명신(Michele)","테디님 가능해요"
2017-11-14 13:46:22,"하얀별빛","이쓔님 메일 주소 있어서 가능 합니답"
2017-11-14 13:48:01,"재남","오오"
2017-11-14 13:48:48,"재남","공대
밍슈
영준혁
지나 -> 여니
트루
보람
이슈 -> 하얀별빛
테디 -> 명신

일단 말씀하신 분들은 부탁드립니다."
2017-11-14 13:49:04,"까이","보람님은 방을 나가신이후로 안보인듯.새벽반분들이 개인톡이나 이멜을 아시려나.."
2017-11-14 13:49:28,"박성옥_Delly","저 공대님 인스타 아이디 알아요"
2017-11-14 13:49:42,"재남","굿굿 델리님 컨택 구다사이"
2017-11-14 13:49:53,"까이","아..보람님도 인스타있으실듯"
2017-11-14 13:50:16,"이명신(Michele)","사진"
2017-11-14 13:50:21,"이명신(Michele)","저 이제 뭐라고 해요 ㄷ ㄷ"
2017-11-14 13:50:42,"재남","제가 보내드렸던 그 동의문자 한번씩 넣어주시고...ㅋㅋ"
2017-11-14 13:50:50,"승구","재남님한테 연락하라고"
2017-11-14 13:50:57,"재남","오 그게 낫겠다 네네"
2017-11-14 13:51:00,"재남","power4ce 넘겨주세요"
2017-11-14 13:51:11,"하얀별빛","전번 받으면 되나요?
아님 재남님 문자
아 네넵"
2017-11-14 13:51:32,"재남","카톡아뒤입니당"
2017-11-14 13:51:55,"베가본드  2/2~2/18  2018","이제 여기서 대화하죠"
2017-11-14 13:52:17,"베가본드  2/2~2/18  2018","여기서 침묵만 하는것도 좀 그래서"
2017-11-14 13:52:35,"Sue","(이모티콘) "
2017-11-14 13:52:42,"재남","- 이방의 존재는 절대 비밀입니다.
- 인원이 모두 모이면 비번을 바꾸겠습니다."
2017-11-14 13:52:47,"Sue","오 여기 윤이없네ㅋㅋㅋ"
2017-11-14 13:52:50,"진여  (오윤진)","40명 안되었는데, 침묵 해제해 주시는건가요? ^^"
2017-11-14 13:52:51,"까이","감옥같았어요 ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ"
2017-11-14 13:52:53,"Sue","ㅋㅋㄱㅋ"
2017-11-14 13:52:59,"재남","- 이방의 존재는 절대 비밀입니다!!
- 인원이 모두 모이면 비번을 바꾸겠습니다."
2017-11-14 13:53:26,"까이","카톡하시다가 이방저방 헷갈리기없기"
2017-11-14 13:53:34,"박성옥_Delly","졸려요"
2017-11-14 13:53:39,"까이","자요"
2017-11-14 13:53:42,"재남","윤님 부를지 말지는 수님께 맡깁니다 ㅋㅋㅋ"
2017-11-14 13:53:42,"박성옥_Delly","오예"
2017-11-14 13:53:49,"Sue","ㅋㅋㅋㅋ"
2017-11-14 13:53:53,"진여  (오윤진)","(이모티콘) 재남님 추진력 짱이신듯"
2017-11-14 13:53:55,"Sue","부를까말까"
2017-11-14 13:54:01,"ss","ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:54:05,"ruru","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:54:05,"박성옥_Delly","공대님한테 연락 취해놨습니당"
2017-11-14 13:54:11,"ss","부를까 말까"
2017-11-14 13:54:14,"ss","이게 왠지 멋있군요"
2017-11-14 13:54:15,"ss","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:54:17,"Sue","ㅋㅋㅋㅋㅋ"
2017-11-14 13:54:21,"박성옥_Delly","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:54:26,"ruru","윤님도 모르는 방 ㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:54:29,"까이","전 제남편을 절대 부르지않을거에요 ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ"
2017-11-14 13:54:34,"박성옥_Delly","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:54:40,"Sue","쉽사리 언론의자유를 주면안되여"
2017-11-14 13:54:44,"Sue","ㅋㅋㅋㄱㅋ"
2017-11-14 13:54:46,"요🐳(료정)","헤헤헼ㅋㅋㅋㅋ"
2017-11-14 13:54:52,"박성옥_Delly","이방 핑크핑크한거는 재남님이 고르신건가요"
2017-11-14 13:54:57,"진여  (오윤진)","ㅎㅎㅎㅎㅎㅎ"
2017-11-14 13:55:02,"요🐳(료정)","수님 한국에 오신걸 환영해요ㅎ"
2017-11-14 13:55:02,"ruru","까이언니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오빠 혼자 저기서 눈팅 할듯"
2017-11-14 13:55:05,"재남","아뇨 그건 랜덤으로 각자 카톡에서 다르게 보일거에요"
2017-11-14 13:55:10,"박성옥_Delly","오홍"
2017-11-14 13:55:23,"진여  (오윤진)","어머 저도 핑크핑크로 보여요"
2017-11-14 13:55:23,"박성옥_Delly","왕관 멋지심"
2017-11-14 13:55:25,"Sue","핑크핑크?그게무엇이지"
2017-11-14 13:55:27,"까이","눈팅하시라해 많이많이ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ"
2017-11-14 13:55:39,"박성옥_Delly","카톧배경화면ㅋㅋㅋ"
2017-11-14 13:55:49,"박성옥_Delly","사진"
2017-11-14 13:55:51,"박성옥_Delly","핑크"
2017-11-14 13:55:52,"루피(이종극)","루피(이종극)님이 들어왔습니다."
2017-11-14 13:55:53,"재남","그런건 각자 바꾸실수 있을거임니다 아마도"
2017-11-14 13:56:01,"Sue","저는 어피치 테마깔아놔서 ㅋㅋㅋ"
2017-11-14 13:56:08,"루피(이종극)","안녕하세융"
2017-11-14 13:56:08,"ruru","근데 방이름 진짜 센스 대박이예요!ㅋㅋㅋ"
2017-11-14 13:56:10,"재남","라니님 부를지 말지는 루피님께 맡김 ㅋ"
2017-11-14 13:56:13,"루피(이종극)","초대해주셔서 감사드려용"
2017-11-14 13:56:15,"Sue","어피치테마 짱귀여움"
2017-11-14 13:56:17,"요🐳(료정)","방이름 완전 맘에들어요"
2017-11-14 13:56:17,"박성옥_Delly","ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:56:20,"루피(이종극)","비번 센스ㄴ는 재남님?"
2017-11-14 13:56:22,"이명신(Michele)","저도 엄청 핑크예요"
2017-11-14 13:56:25,"Sue","사진"
2017-11-14 13:56:27,"요🐳(료정)","저도 초대해주셔서 감사해요~~ㅇ^^"
2017-11-14 13:56:30,"루피(이종극)","오 여기는 막 실면 공개도 하시는구낭"
2017-11-14 13:56:32,"Sue","어피치 깔면이래여"
2017-11-14 13:56:34,"루피(이종극)","실명.."
2017-11-14 13:56:47,"요🐳(료정)","수님 저도 어피치ㅎ"
2017-11-14 13:56:51,"재남","뭔가 여긴 마음이 편안하네요...후아"
2017-11-14 13:57:00,"루피(이종극)","재남님 저는"
2017-11-14 13:57:02,"Sue","170의눈팅이사라짐"
2017-11-14 13:57:14,"루피(이종극)","지난주 금요일 저녁부터 카톡방을 못들어가보고 있어요"
2017-11-14 13:57:15,"루피(이종극)","ㅋㅋㅋ"
2017-11-14 13:57:28,"이다연","혹시 기부나 봉사활동 하시는 분들있으신가요??"
2017-11-14 13:57:30,"루피(이종극)","들어가도 실시간 카톡에 어어어.... 하다가 나오고 ㅋㅋ"
2017-11-14 13:57:30,"재남","요새 일이 바쁘신가요"
2017-11-14 13:57:45,"박성옥_Delly","어차피 저의 프라이버시는 존재하지 않았듬"
2017-11-14 13:57:46,"박성옥_Delly","ㅋㅋㅋㅋ"
2017-11-14 13:57:47,"루피(이종극)","넹 저 갔다와서 매일 11시까지 야근이네용 ㅠㅠ"
2017-11-14 13:57:51,"재남","아 근데 여긴 숫자가 줄어드는게 살짝 부담이 되네 이제 ㅋㅋㅋ"
2017-11-14 13:57:51,"루피(이종극)","ㅋㅋㅋㅋㅋㅋㅋ 델리님 ㅋㅋ"
2017-11-14 13:57:59,"재남","저쪽방은 뭘해도 맨날 99였는데 ㅋㅋ"
2017-11-14 13:58:04,"ruru","숫자 0인데 답없으면"
2017-11-14 13:58:06,"ruru","다씹은거네요 ㅜ"
2017-11-14 13:58:07,"ruru","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:58:08,"루피(이종극)","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 13:58:09,"루피(이종극)","올씹"
2017-11-14 13:58:10,"옙베이베","진짜 그러게요ㅋㅋ"
2017-11-14 13:58:11,"Sue","기부 봉사활동 집에서많이해요"
2017-11-14 13:58:14,"까이","다연님 어떤기부나 봉사요?"
2017-11-14 13:58:21,"Sue","재활원."
2017-11-14 13:58:26,"옙베이베","기부라고는 월드비전"
2017-11-14 13:58:40,"박성옥_Delly","옮긴자리 맘에 듦"
2017-11-14 13:58:48,"박성옥_Delly","카톡을 좀더 편하게 할수있네요"
2017-11-14 13:58:51,"재남","전 승가원 기부"
2017-11-14 13:58:58,"하얀별빛","사진"
2017-11-14 13:58:58,"하얀별빛","전 하얗 ㅎㅎ"
2017-11-14 13:59:25,"진여  (오윤진)","프로필을 카톡 프사 + 닉넴 하고 픈데.. 안되나보네요;;;"
2017-11-14 13:59:30,"이다연","저희 회사에서 직원들끼리 매달 조금씩 기부금을 모으고있는데, 혹시 영아원이나 보육원 등.. 아시는곳들이있으신지, 기부금도 보내면서 일년에 두번정도 직원들끼리가서 봉사활동도 할 생각인데.."
2017-11-14 13:59:44,"진여  (오윤진)","다들 좋은일 많이 하시네요 역쉬~ ^^"
2017-11-14 13:59:45,"재남","진여님 그걸 원하시면 카톡 자체 닉네임을 바꿔야 해요"
2017-11-14 13:59:58,"하얀별빛","프사 다연님 이세요???"
2017-11-14 13:59:59,"ss","전 장애인협회"
2017-11-14 14:00:03,"이명신(Michele)","사진"
2017-11-14 14:00:10,"까이","전 동물협회"
2017-11-14 14:00:19,"루피(이종극)","아 그렇군요"
2017-11-14 14:00:24,"루피(이종극)","이렇게 하면 이름만 나오는구나..."
2017-11-14 14:00:29,"진여  (오윤진)","아. 그렇군요.. 
재남님 감사합니다~"
2017-11-14 14:00:30,"이다연","네 저예요 오맛....ㅋ바꾼다는게"
2017-11-14 14:00:31,"이명신(Michele)","동생이 기아대책 기업후원팀에 있는데 한번 알아볼까요?"
2017-11-14 14:00:40,"루피(이종극)","저는 그냥"
2017-11-14 14:00:43,"박성옥_Delly","종극님 뉘신지...?"
2017-11-14 14:00:46,"박성옥_Delly","ㅋㅋㅋㅋ루피님인가"
2017-11-14 14:00:47,"루피(이종극)","이제부터 이름으로 해야겠습니당 ㅋㅋㅋ"
2017-11-14 14:00:54,"루피(이종극)","뭐 여기는 괜찮치 않을까요?"
2017-11-14 14:00:58,"이명신(Michele)","저도 월드비전이랑 카라"
2017-11-14 14:00:59,"ss","그냥 이름으로 하는것도 괜찮을꺼같아요"
2017-11-14 14:01:04,"재남","헷갈리는데 ㅋㅋㅋㅋ"
2017-11-14 14:01:06,"Sue","다연님 근데 지역도중요하지않나요?"
2017-11-14 14:01:07,"이명신(Michele)","동생이 기아대책에 있는데 월드비전 ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 14:01:10,"박성옥_Delly","저도 두개다 써놓음"
2017-11-14 14:01:14,"이다연","아 장애인협회랑 동물협회하시는구낭"
2017-11-14 14:01:17,"ss","누가 누군지 모를까봐 저도 바꾸긴 했는데 "
2017-11-14 14:01:19,"박성옥_Delly","밖에서 델리라고 부르면 이상해서"
2017-11-14 14:01:20,"박성옥_Delly","ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 14:01:24,"루피(이종극)","그니까용"
2017-11-14 14:01:29,"Sue","저희 외가에서 암사재활원 건물도지어주고 기부엄청했는데"
2017-11-14 14:01:29,"루피(이종극)","정장입고 오시는데 델리님...ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 14:01:34,"ss","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 14:01:35,"이다연","지역은 저아래 지방아니고는 괜찬을것같아요 ㅎㅎ"
2017-11-14 14:01:36,"진여  (오윤진)","저 이름으로 변경요 (진여입니다 ㅎ)"
2017-11-14 14:01:36,"이명신(Michele)","동호회 모이면 진짜 재밋어요
다들 막 천사님 곰돌이님 미쉘밈"
2017-11-14 14:01:39,"Sue","지역이 어디신지를몰라서"
2017-11-14 14:01:57,"이다연","분당이예요 ㅎ"
2017-11-14 14:02:03,"Teddy","Teddy님이 들어왔습니다."
2017-11-14 14:02:07,"진여  (오윤진)","카페 가입하면서 중복이라 아무거나;; 썼던거라 카톡 프사는 못바꾸겠네요 ㅎ"
2017-11-14 14:02:10,"Sue","매년5월마다 콘서트도열고 그러거든요"
2017-11-14 14:02:35,"이명신(Michele)","종극님 누구세용?"
2017-11-14 14:02:38,"Teddy","안녕하세요 ㅎㅎ"
2017-11-14 14:02:40,"이다연","지금도 하고계세요?수님?"
2017-11-14 14:02:50,"Sue","네 아마 6년넘은듯요 꾸준히 행사하고 그랬어요"
2017-11-14 14:02:50,"루피(이종극)","안녕하세요 정석님"
2017-11-14 14:02:52,"재남","테디 - 신정석
이종극 - 루피"
2017-11-14 14:02:56,"Teddy","오픈방 닉네임 teddy입니다 ㅋ"
2017-11-14 14:02:57,"재남","앗 거꾸로다 ㅋㅋ"
2017-11-14 14:02:59,"루피(이종극)","아 테디님이시구낭"
2017-11-14 14:03:02,"재남","테디 - 신정석
루피 - 이종극"
2017-11-14 14:03:07,"루피(이종극)","반갑습니다 저는 루피입니당 ㅋㅋ"
2017-11-14 14:03:18,"ss"," 저쪽방이 정말 고요하네요"
2017-11-14 14:03:25,"까이","싸모님이 넘 러블리하시네요 루피님"
2017-11-14 14:03:29,"ss","신기"
2017-11-14 14:03:35,"Sue","아마 이모가 지어준 건물만 두개는될듯..이모가 거기 봉사 진짜오래다녔어요"
2017-11-14 14:03:35,"루피(이종극)","정방 방에 맞게 저기는 쉼터가 되는거군요"
2017-11-14 14:03:39,"이다연","혹시 어디재활원인지요? 기관 몇군데 꼽아서 직원들하고 회의를 해보려고해요 ㅎ"
2017-11-14 14:03:46,"Sue","암사재활원이요"
2017-11-14 14:04:16,"이다연","아하 네 ㅎㅎ"
2017-11-14 14:04:28,"이다연","월드비전 같은곳도 생각하고있어요 ㅎ"
2017-11-14 14:04:34,"이다연","두군데정도 나눠서 할생각이라 ㅎㅎ"
2017-11-14 14:04:44,"까이","암사재활원ㅋ  예전에 저희형제들 가끔봉사가던곳인데"
2017-11-14 14:04:44,"Teddy","신제품 출시한다고 너무 정신이 없네요 ㅠㅠㅠㅠ 채팅도 참여하고 해야되는대 뭔가 이제 대화내용을 놓친느낌 ㅠㅠ"
2017-11-14 14:04:55,"Sue","오홋 그런가여?ㅎㅎ"
2017-11-14 14:05:38,"Sue","본명이니 누가누군지모르겠당ㅜㅜ"
2017-11-14 14:05:47,"Teddy","저쪽방 닉네임 teddy 입니다!"
2017-11-14 14:06:07,"섭쓰","안녕하세요~! 갑자기 알림이 어마어마하게 떠서 ㅋㅋ 놀랫네요 ㅎㅎ 섭쓰입니다~! ㅎㅎ"
2017-11-14 14:06:27,"재남","헷갈리는데 그냥 저쪽방에서 하던대로 해주시면 안될까요 테디님 루피님 ㅋㅋㅋ"
2017-11-14 14:06:33,"Teddy","넹 ㅋㅋ"
2017-11-14 14:06:48,"Sue","ㅋㅋㅋ아님 작은표기라도해주세여"
2017-11-14 14:07:03,"Teddy","저 여기있습니다"
2017-11-14 14:07:05,"이명신(Michele)","괄호에 넣어주세용"
2017-11-14 14:07:05,"Teddy","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 14:07:53,"Sue","이제 저방은 조용하려나요"
2017-11-14 14:08:29,"JH - 박정환","드디어 침묵이 풀렷군용"
2017-11-14 14:08:32,"JH - 박정환","(이모티콘) "
2017-11-14 14:08:56,"Teddy","그 게이시르에서 커피 드셔보신분 계신가요"
2017-11-14 14:09:01,"재남","저요"
2017-11-14 14:09:07,"재남","아 아니다"
2017-11-14 14:09:08,"Teddy","거기 커피맛이 안잊혀져요.."
2017-11-14 14:09:10,"Teddy","ㅜㅜ"
2017-11-14 14:09:11,"재남","전 굴포스에서 마셨네요 ㅋㅋ"
2017-11-14 14:09:19,"Teddy","진짜 넘나 맛있었어서.."
2017-11-14 14:09:29,"Teddy","뭔가 따라 만들어보려 하는대 "
2017-11-14 14:09:34,"Teddy","도저히 답이 없내요 ㅠㅠ"
2017-11-14 14:10:07,"Sue","오 이제 재남님이왕관쓰셨네"
2017-11-14 14:10:11,"Sue","있어보여여ㅋㅋㅋ"
2017-11-14 14:10:19,"까이","여기선 음모론 들을수있는건가요?"
